intellij_action_id,intellij_action_class,category,capability,engine_api,swiftui_entry,status,success_path,failure_path,test_evidence,notes
Arbor.Current.Log.GetVersionBatch.2026-08-21,current verification override,history,aggregate Log Changes Browser batch Get Version,GetVersionFromRepositoryActionProvider + GetVersionAction,LogSidebar.swift: contextualLogChangeRestoreSelection + LogChangesBrowserView; WorkspaceOperations.swift: restoreSelectedFilesFromRevisions,verified-partial,"Get Version preserves the selected change set across files, commits, and Git roots; one confirmation then restores each path into index and worktree, routes through the owning root, and reports success or partial failure","Native GetVersionAction DataContext/VFS/Local History lifecycle and dedicated notification history remain partial",ArborTests/CompareSelectionTests.swift::testLogChangeGetVersionContextPreservesCrossRootSelection + xcodebuild test + script/build_and_run.sh --verify,Current verification override for GetVersionFromRepositoryActionProvider batch semantics
Arbor.Current.Log.ShowChangesFromParents.2026-08-21,current verification override,history,Log Changes Browser show changes from parents,Vcs.Log.ChangesBrowser.Popup + ShowChangesFromParentsAction,LogSidebar.swift: LogChangesBrowserView + logChangeParentIndices,verified-partial,"Changes Browser menu exposes the persistent parent toggle; toggling reloads parent diffs, expands all parents only for one merge commit, and keeps multi-commit selections on first-parent semantics","Native action-group/DataContext lifecycle and UI automation remain partial",ArborTests/CompareSelectionTests.swift::testLogChangesFromParentsOnlyExpandsOneMergeCommit + xcodebuild test + script/build_and_run.sh --verify,Current verification override for ShowChangesFromParentsAction semantics
Arbor.Current.Log.ShowOnlyAffectedChanges.2026-08-21,current verification override,history,Log Changes Browser show only affected changes,Vcs.Log.ChangesBrowser.Popup + ShowOnlyAffectedChangesAction,LogSidebar.swift: Paths chooser + LogChangesBrowserView + logChangeAffectsAnyPath,verified-partial,"Paths has root-qualified Git root/tree selection, native file/folder multi-select, edit and clear actions; when non-empty, the Changes Browser menu exposes the persistent toggle, directory/file matching includes both rename endpoints, multi-path matching uses OR semantics, and toggling clears stale file selection and diff preview","Exact native VcsStructureChooser/FileSystemTree renderer, DataContext action lifecycle and UI automation remain partial",ArborTests/CompareSelectionTests.swift::testLogChangeAffectedPathMatchesDirectoriesAndRenameEndpoints + testLogPathFiltersNormalizeMultipleLinesAndPreserveOrder + testRootQualifiedLogPathSelectionsPreserveEqualPathsAcrossRoots + testRootQualifiedPathParsingUsesTheDeepestNestedRoot + testLogPathTreeSelectionCollapsesDescendantsButKeepsRootsSeparate + xcodebuild test + script/build_and_run.sh --verify,Current verification override for ShowOnlyAffectedChangesAction semantics
Arbor.Current.Log.StructureFilter.2026-08-21,current verification override,history,VCS Log Paths structure filter,StructureFilterPopupComponent + VcsLogStructureFilter,LogSidebar.swift: LogPathsTreeChooserView + LogPathsEditorView; WorkspaceOperations.swift: root-qualified path state/recent filters/root visibility; arbor-engine/src/log.rs + repo.rs: single-walk multi-path filter,verified-partial,"Paths stores root-qualified normalized FilePaths, supports lazy Git root/tree checkbox selection, parent selection collapses descendants, the SelectionManager 100-node limit rejects new independent selections, and the Rust engine evaluates each root's selected paths in one walk with the same Git Log filters and preserves engine ordering; Edit/Clear, up to ten persisted recent filter groups, and persisted root visibility remain available","Exact native VcsStructureChooser/FileSystemTree renderer, DataContext/action lifecycle and UI automation remain partial",ArborTests/CompareSelectionTests.swift::testLogPathFiltersNormalizeMultipleLinesAndPreserveOrder + testRootQualifiedLogPathSelectionsPreserveEqualPathsAcrossRoots + testRootQualifiedPathParsingUsesTheDeepestNestedRoot + testLogPathTreeSelectionCollapsesDescendantsButKeepsRootsSeparate + testLogPathTreeSelectionLimitRejectsIndependentNodeButAllowsParentCollapse + testLogRootVisibilityReconcilesStaleRootsAndSerializesPartialSelection + arbor-engine/tests/log_filter.rs::multiple_paths_filter_to_their_commit_union_in_engine_order + xcodebuild test + script/build_and_run.sh --verify,Current verification override for the partial StructureFilterPopupComponent implementation
Arbor.Current.Log.RebaseOntoCommitFallback.2026-08-21,current verification override,history,Log 无分支 ref 时 rebase onto selected commit 兜底,GitRebaseOntoCommitAction,LogGraphView.swift + WorkspaceOperations.swift: root-scoped fallback action,verified-partial,"单提交且有当前分支时，在没有其它 branch ref 的 Log 行菜单提供 Rebase Current onto Selected Commit；执行前按 owning repository 检查 detached HEAD 与目标是否已在当前分支，并复用 root-scoped rebase engine",菜单 update 阶段未复刻 IntelliJ 的 permanent graph containing-branches 查询；当前 ancestry 失败通过 invocation-time feedback fail closed,ArborTests/CompareSelectionTests.swift::testLogRebaseOntoSelectedCommitRequiresBranchAndNonHeadSingleSelection + xcodebuild test + script/build_and_run.sh --verify,当前验证覆盖
Arbor.Current.Log.LinearBekParity.2026-08-21,current verification override,history,Log LinearBek permanent-like graph fragments,LinearBekGraphBuilder collapseAll/getFragment/expand edge semantics,LogGraphView.swift: LinearBekGraphModel + Graph Canvas hit targets,verified-partial,"按 IntelliJ GraphLayoutBuilder 语义重建 layout index；fragment traversal 支持 side merge、multiple tails、merge-with-old-commit、nested fragment dotted replacement；图形仍保留提交行，normal edge/dotted edge 可 hover/click 收起展开；复杂 topology 由 ArborTests/ReflogSelectionTests.swift 回归覆盖",完整 graph layout 与 native GraphElement/DataContext/action lifecycle、unloaded-parent continuation、所有极端 permanent graph layout 仍 partial fail-open,ArborTests/ReflogSelectionTests.swift::LinearBekGraphTests::testReferenceComplicatedBranchesCollapseToMultipleDottedTails + testReferenceRecursiveAndCrossedTailTopologies + xcodebuild test + script/build_and_run.sh --verify,Current verification override for LinearBek fragment parity
Arbor.Current.BranchesPopup.SingleRefPresentation.2026-08-21,current verification override,branch,单 root Branches Popup 引用动作 presentation,GitSingleRefActions + GitBranchActionWrapper + GitBranchesTreeActionsForSelectionTest,RebasedDialogs.swift: RebasedBranchesPopover + BranchDashboardActionAvailability,verified-partial,"单 root local/remote 引用菜单按 IntelliJ 引用类型呈现：当前 local 保留 Rename，tracking local 提供 root-scoped Tracked Branch 子菜单，remote 无本地 tracking 仍显示 Pull/Pull with Rebase，linked worktree 对 Checkout/Checkout with Rebase 禁用，受保护 remote Delete 可见但禁用；Pull remote 现在调用当前仓库的 remote-targeted pull",完整 DataContext/action update lifecycle、原生 tree selection、multi-root popup action group 与 UI automation 仍 partial,ArborTests/HostingProviderTests.swift::testSingleRemoteReferenceKeepsPullVisibleWithoutLocalTrackingAndDisablesProtectedDelete + testSingleLocalReferenceDisablesCheckoutActionsForAnotherWorktreeButKeepsRename + xcodebuild test,Current verification override for GitSingleRefActions presentation parity
Arbor.Current.BranchesPopup.MultiRootRefPresentation.2026-08-22,current verification override,branch,multi-root Branches Popup 引用动作 presentation,GitSingleRefActions + BranchesDashboardActions + GitBranchesTreeActionsForSelectionTest,RebasedDialogs.swift: MultiRootBranchesPopover + WorkspaceOperations.swift: pullRemoteBranchInRoot + ContentView.swift root callbacks,verified-partial,"multi-root local/remote 引用菜单按 root-qualified availability 呈现：current local 保留 Show Diff/Checkout as New Branch/Update/Push/Rename，tracking local 使用 Tracked Branch 子菜单；remote 无本地 local branch 仍同时保留 Pull into Current/Pull with Rebase，remote Pull 使用目标 root 的 remote-tracking ref，remote Checkout with Rebase 现在走 root-scoped New Branch + rebase-current workflow，已有 local branch 且未 Reset 时复用；linked worktree 与受保护 remote Delete 在菜单层禁用；同名跨 root 删除动作按所有 root 的保护/current 状态禁用",完整 DataContext/action update lifecycle、Cmd 多引用 tree selection、原生 action group、跨 root 聚合与 UI automation 仍 partial,arbor-engine/tests/branch_workspace.rs::checkout_with_update_and_rebase_paths + ArborTests/HostingProviderTests.swift::testSingleRemoteReferenceKeepsPullVisibleWithoutLocalTrackingAndDisablesProtectedDelete + xcodebuild test + script/build_and_run.sh --verify,Current verification override for multi-root Branches Popup action presentation
Arbor.Current.BranchesPopup.MultiRootSelection.2026-08-22,current verification override,branch,multi-root Branches Popup root-qualified multi-selection,BranchesTreeSelection + BranchesDashboardActions.MultipleLocalBranchActions,RebasedDialogs.swift: MultiRootBranchesPopover + ContentView.swift batch callbacks,verified-partial,"主 Branches Popup 使用 rootPath/ref-kind/name identity；普通点击替换选区，Command-click 增删选区，Shift 从可见 root-qualified HEAD/local/remote/tag 引用锚点扩展连续范围，刷新/搜索清理失效节点；HEAD 行的 New Branch from HEAD 与当前分支 New Working Tree 按所属 root 传递 rootPath，无提交的 unborn root 保留可见但禁用创建分支/新 worktree；Actions 菜单提供 Compare Branches、Compare Files、Update Selected Branches、Delete Selected，并复用已有 root-qualified 批量操作",完整原生 DataContext/action update lifecycle、UI automation、全局单一 HEAD 节点与跨 root HEAD action 语义、跨 root 混选的 Worktree batch 仍禁用,ArborTests/HostingProviderTests.swift::testCommandBranchTreeSelectionTogglesWithoutCrossRootCollision + testShiftBranchTreeSelectionUsesRootQualifiedVisibleOrder + testBranchDashboardMultipleTagSelectionExposesDeleteAction + testHeadBranchTreeSelectionSharesRootQualifiedRangeIdentity + testBranchDashboardUnbornHeadDisablesBranchCreationActions + xcodebuild test + script/build_and_run.sh --verify,Current verification override for multi-root tree selection
Arbor.Current.Log.MultiRootBranchSelection.2026-08-22,current verification override,history,multi-root Log Branches dashboard root-qualified selection,BranchesTreeSelection + BranchesDashboardActions + BranchesDashboardTreeController,LogSidebar.swift: MultiRootLogBranchesPanel + RebasedDialogs.swift: branchTreeSelectionAfterClick,verified-partial,"Log Branches dashboard 保留每个 root 的 synthetic HEAD；普通点击替换选区，Command-click 增删，Shift 从可见 root-qualified HEAD/local/remote/tag 顺序扩展范围；remote group 不进入 branch range；刷新、搜索、Show My Branches、Show Tags 会清理失效选区；Compare Branches/Files 跨 root fail closed，Update/Delete 按 root/name 路由，单 root 选中 HEAD/local/tag 的 New Working Tree 按所属 root 创建",完整原生 DataContext/action update lifecycle、global HEAD selection semantics、跨 root Worktree batch、UI automation 仍 partial,ArborTests/HostingProviderTests.swift::testMultiRootLogRangeSelectionSkipsRemoteGroupTargets + ArborTests/HostingProviderTests.swift::BranchDirectoryTreeTests::testNewWorkingTreeRemainsSingleRootScopedForMultiRootReferences + xcodebuild test + cargo test --all-targets + script/build_and_run.sh --verify,Current verification override for multi-root Log branch dashboard selection
Arbor.Current.MultiRootBranchRollbackTipGuard.2026-08-22,current verification override,branch,multi-root New Branch semantic rollback tip guard,rollback_multi_root_branch_create_with_state,arbor-engine/src/roots.rs: rollback_multi_root_branch_create_with_state + Arbor/WorkspaceOperations.swift: semantic rollback action,verified-partial,"跨重启 semantic rollback 缺失操作后 expected branch-tip 快照时按 root 返回 fail-closed 结果，不执行删除或 reset；已有 branch tip 变更仍通过 expected-tip CAS guard 拒绝",跨 root notification/action lifecycle 与 UI automation 仍 partial,arbor-engine/tests/multi_root.rs::stateful_branch_rollback_refuses_missing_expected_tip_snapshot + cargo test --test multi_root + script/build_and_run.sh --verify,Current verification override for safe rollback of overwritten branches
Arbor.Current.BranchDeleteUpstreamPreview.2026-08-22,current verification override,branch,branch deletion View Commits upstream-relative preview,Repository.branch_delete_preview,arbor-engine/src/repo.rs: branch_delete_preview + Arbor/WorkspaceOperations.swift: branch delete recovery actions,verified-partial,"当 branch 已合入当前 HEAD 但未合入 configured upstream 时，preview 按 upstream..branch 保留未合入提交；若 upstream 已包含 tip 才按 HEAD 检查，避免 View Commits 错误为空",原生 GitDeleteBranchOperation dialog/notification 生命周期与 UI automation 仍 partial,arbor-engine/tests/branch_ops.rs::branch_delete_preview_uses_upstream_when_current_head_already_contains_tip + cargo test --test branch_ops + xcodebuild test,Current verification override for GitDeleteBranchOperation upstream warning semantics
